,member_ID,order_ID,name,collected?,order_requests,deposits,delivery_date,order_request_value
373,44,64,XXX,True,"{'507': {'filled': '0.15', 'ordered': '0.15'}, '754': {'filled': '18.0', 'ordered': '18.0'}, '1189': {'filled': '0.62', 'ordered': '0.5'}, '1190': {'filled': '1.0', 'ordered': '1.0'}, '1191': {'filled': '1.0', 'ordered': '1.0'}}",,2020-06-26,14.45
374,46,64,Supercoop,True,"{'690': {'filled': '1.0', 'ordered': '1.0'}, '692': {'filled': '1.0', 'ordered': '1.0'}, '754': {'filled': '8.0', 'ordered': '8.0'}, '1189': {'filled': '0', 'ordered': '0.2'}}",,2020-06-26,5.94
375,50,64,XXX,True,"{'386': {'filled': '1.0', 'ordered': '1.0'}, '754': {'filled': '6.0', 'ordered': '6.0'}}",,2020-06-26,3.48
376,51,64,XXX,True,"{'318': {'filled': '3.0', 'ordered': '3.0'}, '596': {'filled': '1.0', 'ordered': '1.0'}, '754': {'filled': '10.0', 'ordered': '10.0'}}",,2020-06-26,16.45
377,52,64,XXX,True,"{'325': {'filled': '1.0', 'ordered': '1.0'}, '492': {'filled': '0.33', 'ordered': '0.3'}, '648': {'filled': '1.0', 'ordered': '1.0'}, '690': {'filled': '1.0', 'ordered': '1.0'}, '692': {'filled': '1.0', 'ordered': '1.0'}, '754': {'filled': '6.0', 'ordered': '6.0'}, '1180': {'filled': '1.0', 'ordered': '1.0'}, '1185': {'filled': '1.0', 'ordered': '1.0'}}",,2020-06-26,22.15
378,1,68,XXX,True,"{'316': {'filled': '2', 'ordered': '1.0'}, '322': {'filled': '1.0', 'ordered': '1.0'}, '331': {'filled': '4.0', 'ordered': '4.0'}, '508': {'filled': '0.15', 'ordered': '0.15'}, '690': {'filled': '4.0', 'ordered': '4.0'}, '745': {'filled': '1.0', 'ordered': '1.0'}, '754': {'filled': '6.0', 'ordered': '6.0'}, '1179': {'filled': '0.5', 'ordered': '0.5'}, '1181': {'filled': '2.0', 'ordered': '2.0'}, '1182': {'filled': '2.0', 'ordered': '2.0'}, '1185': {'filled': '3.0', 'ordered': '3.0'}, '1191': {'filled': '2.0', 'ordered': '2.0'}, '1202': {'filled': '1.0', 'ordered': '1.0'}, '1204': {'filled': '0.4', 'ordered': '0.4'}, '1206': {'filled': '0.49', 'ordered': '0.5'}, '1208': {'filled': '1.98', 'ordered': '2.0'}}",{'1.79': 1},2020-07-03,78.92
379,2,68,XXX,True,"{'316': {'filled': '1'}, '754': {'filled': '6.0', 'ordered': '6.0'}, '1204': {'filled': '0.54', 'ordered': '0.5'}, '1208': {'filled': '1.0'}}",,2020-07-03,8.72
380,6,68,XXX,True,"{'316': {'filled': '0', 'ordered': '4.0'}, '504': {'filled': '0.5', 'ordered': '0.5'}, '754': {'filled': '30.0', 'ordered': '30.0'}, '1181': {'filled': '2.0', 'ordered': '2.0'}, '1182': {'filled': '4.0', 'ordered': '4.0'}, '1208': {'filled': '0'}}",,2020-07-03,38.83
381,7,68,XXX,True,"{'326': {'filled': '1.0', 'ordered': '1.0'}, '1204': {'filled': '0.32', 'ordered': '0.3'}, '1206': {'filled': '0.31', 'ordered': '0.3'}, '1208': {'filled': '1.0', 'ordered': '1.0'}}",,2020-07-03,6.39
382,10,68,XXX,True,"{'321': {'filled': '1.0', 'ordered': '1.0'}, '386': {'filled': '0', 'ordered': '1.0'}, '754': {'filled': '4.0', 'ordered': '4.0'}, '1180': {'filled': '1.0', 'ordered': '1.0'}, '1182': {'filled': '1.0', 'ordered': '1.0'}}",,2020-07-03,8.91
383,13,68,XXX,True,"{'386': {'filled': '0', 'ordered': '1.0'}, '754': {'filled': '6'}, '1180': {'filled': '1.0', 'ordered': '1.0'}, '1182': {'filled': '1.0', 'ordered': '1.0'}, '1204': {'filled': '0.38', 'ordered': '0.4'}}",,2020-07-03,7.82
384,30,68,XXX,True,{'316': {'filled': '1'}},,2020-07-03,3.25
385,34,68,XXX,True,"{'316': {'filled': '1'}, '754': {'filled': '10.0', 'ordered': '10.0'}, '1182': {'filled': '1.0', 'ordered': '1.0'}, '1202': {'filled': '1.0', 'ordered': '1.0'}, '1208': {'filled': '1.0', 'ordered': '1.0'}}",,2020-07-03,13.95
386,38,68,XXX,True,"{'316': {'filled': '1.0', 'ordered': '1.0'}, '648': {'filled': '1.0', 'ordered': '1.0'}, '1099': {'filled': '1.0', 'ordered': '1.0'}, '1182': {'filled': '1.0', 'ordered': '1.0'}, '1204': {'filled': '1.02', 'ordered': '1.0'}, '1206': {'filled': '0.2'}}",,2020-07-03,18.95
387,44,68,XXX,True,"{'754': {'filled': '12.0', 'ordered': '12.0'}, '755': {'filled': '0.55', 'ordered': '0.5'}}",,2020-07-03,14.96
388,46,68,Supercoop,True,"{'386': {'filled': '0', 'ordered': '3.0'}, '690': {'filled': '0', 'ordered': '2.0'}, '754': {'filled': '0', 'ordered': '16.0'}, '755': {'filled': '0', 'ordered': '0.5'}, '1206': {'filled': '0', 'ordered': '0.2'}, '1208': {'filled': '0', 'ordered': '1.0'}}",,2020-07-03,0.0
389,50,68,XXX,True,"{'316': {'filled': '1.0', 'ordered': '1.0'}, '1204': {'filled': '0.43', 'ordered': '0.4'}}",,2020-07-03,4.2
390,52,68,XXX,True,"{'321': {'filled': '1.0', 'ordered': '1.0'}, '504': {'filled': '0.1', 'ordered': '0.1'}, '508': {'filled': '0.15', 'ordered': '0.15'}, '754': {'filled': '6.0', 'ordered': '6.0'}, '1180': {'filled': '1.0', 'ordered': '1.0'}, '1182': {'filled': '1.0', 'ordered': '1.0'}}",{'-0.15': 1},2020-07-03,14.43
391,1,71,XXX,True,"{'1070': {'filled': '1.0', 'ordered': '1.0'}, '1072': {'filled': '1.0', 'ordered': '1.0'}, '1156': {'filled': '2.0', 'ordered': '2.0'}}",,2020-07-03,6.3
392,2,71,XXX,True,"{'1093': {'filled': '1.0', 'ordered': '1.0'}}",,2020-07-03,1.8
393,6,71,XXX,True,"{'1071': {'filled': '2.0', 'ordered': '2.0'}, '1072': {'filled': '3.0', 'ordered': '3.0'}, '1101': {'filled': '4.0', 'ordered': '4.0'}, '1103': {'filled': '4.0', 'ordered': '4.0'}}",,2020-07-03,28.5
394,7,71,XXX,True,"{'1068': {'filled': '1.0', 'ordered': '1.0'}, '1070': {'filled': '1.0', 'ordered': '1.0'}, '1072': {'filled': '1.0', 'ordered': '1.0'}}",,2020-07-03,4.8
395,10,71,XXX,True,"{'1066': {'filled': '1.0', 'ordered': '1.0'}, '1068': {'filled': '1.0', 'ordered': '1.0'}}",,2020-07-03,3.3
396,13,71,XXX,True,"{'1072': {'filled': '1.0', 'ordered': '1.0'}}",,2020-07-03,1.7
397,52,71,XXX,True,"{'1156': {'filled': '1.0', 'ordered': '1.0'}}",,2020-07-03,1.5
398,1,102,XXX,True,"{'1072': {'filled': '0', 'ordered': '1.0'}, '1266': {'filled': '0', 'ordered': '0.5'}, '1267': {'filled': '0', 'ordered': '1.0'}}",,2020-07-10,0.0
399,6,102,XXX,True,"{'1210': {'filled': '0', 'ordered': '0.65'}}",,2020-07-10,0.0
400,13,102,XXX,True,"{'1210': {'filled': '0', 'ordered': '0.15'}, '1265': {'filled': '0', 'ordered': '0.3'}}",,2020-07-10,0.0
401,17,102,XXX,True,"{'1066': {'filled': '0', 'ordered': '1.0'}, '1108': {'filled': '0', 'ordered': '1.0'}}",,2020-07-10,0.0
402,38,102,XXX,True,"{'1101': {'filled': '0', 'ordered': '1.0'}}",,2020-07-10,0.0
403,46,102,Supercoop,True,"{'1265': {'filled': '0', 'ordered': '0.3'}}",,2020-07-10,0.0
404,52,102,XXX,True,"{'1210': {'filled': '0', 'ordered': '0.2'}, '1265': {'filled': '0', 'ordered': '0.4'}, '1266': {'filled': '0', 'ordered': '0.5'}}",,2020-07-10,0.0
405,1,103,XXX,True,"{'new_product_4': {'filled': '12'}, 'new_product_5': {'filled': '5'}}",{'-0.15': 1},2020-07-10,14.46
406,6,103,XXX,True,{'new_product_4': {'filled': '10'}},,2020-07-10,3.3
407,13,103,XXX,True,"{'new_product_4': {'filled': '6'}, 'new_product_5': {'filled': '1'}}",,2020-07-10,4.08
408,39,103,XXX,True,{'new_product_4': {'filled': '10'}},,2020-07-10,3.3
409,52,103,XXX,True,"{'new_product_1': {'filled': '1'}, 'new_product_2': {'filled': '1'}, 'new_product_3': {'filled': '1'}, 'new_product_4': {'filled': '6'}}",{'-0.15': 3},2020-07-10,9.16
410,1,104,XXX,True,"{'316': {'filled': '1.0', 'ordered': '1.0'}, '322': {'filled': '1.0', 'ordered': '1.0'}, '331': {'filled': '6.0', 'ordered': '6.0'}, '504': {'filled': '0.33', 'ordered': '0.2'}, '508': {'filled': '0.25', 'ordered': '0.15'}, '850': {'filled': '0.53', 'ordered': '0.5'}}",,2020-07-17,24.53
411,3,104,XXX,True,"{'316': {'filled': '1.0', 'ordered': '1.0'}, '690': {'filled': '1.0', 'ordered': '1.0'}, '850': {'filled': '0.27'}, '1094': {'filled': '1.0', 'ordered': '1.0'}, '1176': {'filled': '2', 'ordered': '1.0'}, '1205': {'filled': '0.92', 'ordered': '1.0'}, 'new_product_1': {'filled': '10'}}",,2020-07-17,14.48
412,6,104,XXX,True,"{'316': {'filled': '1.0', 'ordered': '1.0'}, '507': {'filled': '0.3', 'ordered': '0.3'}, '850': {'filled': '0.67', 'ordered': '0.7'}, '976': {'filled': '1.0', 'ordered': '1.0'}, '1094': {'filled': '1.0', 'ordered': '1.0'}, '1176': {'filled': '2.0', 'ordered': '2.0'}, '1181': {'filled': '1.0', 'ordered': '1.0'}, '1204': {'filled': '0.86'}, '1205': {'filled': '0.46'}, '1273': {'filled': '1.0', 'ordered': '1.0'}}",,2020-07-17,27.98
413,7,104,XXX,True,"{'326': {'filled': '1.0', 'ordered': '1.0'}, '690': {'filled': '3.0', 'ordered': '3.0'}, '976': {'filled': '1.0', 'ordered': '1.0'}}",{'-0.15': 3},2020-07-17,6.69
414,10,104,XXX,True,"{'690': {'filled': '1'}, '1094': {'filled': '1'}, '1205': {'filled': '0.54'}}",,2020-07-17,3.69
415,13,104,XXX,True,"{'850': {'filled': '0.95', 'ordered': '1.0'}, '1180': {'filled': '1.0', 'ordered': '1.0'}, '1182': {'filled': '0', 'ordered': '1.0'}, '1205': {'filled': '0.54', 'ordered': '0.5'}, '1273': {'filled': '1.0', 'ordered': '1.0'}}",,2020-07-17,10.52
416,17,104,XXX,True,"{'850': {'filled': '0.95', 'ordered': '1.0'}, '1181': {'filled': '1.0', 'ordered': '1.0'}, '1204': {'filled': '0.98', 'ordered': '1.0'}, 'new_product_1': {'filled': '6'}}",,2020-07-17,13.83
417,30,104,XXX,True,"{'326': {'filled': '1.0', 'ordered': '1.0'}, '645': {'filled': '2.0', 'ordered': '2.0'}, '690': {'filled': '1'}, '850': {'filled': '0.3', 'ordered': '0.3'}, '976': {'filled': '1.0', 'ordered': '1.0'}, '1094': {'filled': '1.0', 'ordered': '1.0'}, '1176': {'filled': '1.0', 'ordered': '1.0'}, '1205': {'filled': '0.54', 'ordered': '0.5'}, '1273': {'filled': '1.0', 'ordered': '1.0'}}",,2020-07-17,15.1
418,33,104,XXX,True,"{'850': {'filled': '0.51', 'ordered': '0.5'}, '1205': {'filled': '0.99', 'ordered': '1.0'}, 'new_product_1': {'filled': '10'}}",,2020-07-17,7.57
419,38,104,XXX,True,"{'325': {'filled': '1.0', 'ordered': '1.0'}, '850': {'filled': '0.5', 'ordered': '0.5'}, '1205': {'filled': '0.48', 'ordered': '0.5'}}",,2020-07-17,6.4
420,39,104,XXX,True,"{'690': {'filled': '1.0', 'ordered': '1.0'}, 'new_product_1': {'filled': '10'}}",,2020-07-17,4.5
421,41,104,XXX,True,"{'321': {'filled': '1.0', 'ordered': '1.0'}, '508': {'filled': '0.25', 'ordered': '0.15'}, '976': {'filled': '1.0', 'ordered': '1.0'}, '1176': {'filled': '1'}, '1205': {'filled': '0.52', 'ordered': '0.5'}, 'new_product_1': {'filled': '10'}}",,2020-07-17,14.55
422,46,104,Supercoop,True,"{'690': {'filled': '0', 'ordered': '1.0'}, '850': {'filled': '', 'ordered': '1.0'}, '1094': {'filled': '0', 'ordered': '1.0'}, '1176': {'filled': '0', 'ordered': '2.0'}, '1204': {'filled': '0', 'ordered': '0.9'}, '1205': {'filled': '0', 'ordered': '1.0'}}",,2020-07-17,0.0
423,50,104,XXX,True,"{'321': {'filled': '1.0', 'ordered': '1.0'}, '976': {'filled': '1.0', 'ordered': '1.0'}, '1205': {'filled': '1.0', 'ordered': '1.0'}, '1273': {'filled': '1.0', 'ordered': '1.0'}, 'new_product_1': {'filled': '22'}}",,2020-07-17,15.89
424,52,104,XXX,True,"{'850': {'filled': '0', 'ordered': '0.5'}, '1180': {'filled': '1.0', 'ordered': '1.0'}, '1182': {'filled': '0', 'ordered': '1.0'}, '1204': {'filled': '0.6', 'ordered': '0.6'}, '1272': {'filled': '1.0', 'ordered': '1.0'}, '1273': {'filled': '', 'ordered': '1.0'}}",{'-0.15': 1},2020-07-17,7.21
425,54,104,XXX,True,"{'1182': {'filled': '0', 'ordered': '1.0'}, '1204': {'filled': '0.53', 'ordered': '0.5'}, '1271': {'filled': '1.0', 'ordered': '1.0'}}",,2020-07-17,3.42
426,3,107,XXX,True,"{'364': {'filled': '0.5', 'ordered': '0.5'}, '648': {'filled': '1.0', 'ordered': '1.0'}, '690': {'filled': '1.0', 'ordered': '1.0'}, '754': {'filled': '10'}, '1063': {'filled': '1.0', 'ordered': '1.0'}, '1252': {'filled': '1.0', 'ordered': '1.0'}, '1271': {'filled': '1.0', 'ordered': '1.0'}, '1273': {'filled': '0.5', 'ordered': '0.5'}}",,2020-07-24,15.12
427,6,107,XXX,True,"{'850': {'filled': '1.72', 'ordered': '1.7'}}",,2020-07-24,7.74
428,7,107,XXX,True,"{'326': {'filled': '1.0', 'ordered': '1.0'}, '1205': {'filled': '0.5', 'ordered': '0.5'}, '1272': {'filled': '1.0', 'ordered': '1.0'}}",,2020-07-24,5.28
429,13,107,XXX,True,"{'847': {'filled': '0.34', 'ordered': '0.3'}, '949': {'filled': '0.3', 'ordered': '0.3'}, '1063': {'filled': '1.0', 'ordered': '1.0'}, '1182': {'filled': '0', 'ordered': '1.0'}, '1191': {'filled': '1.0', 'ordered': '1.0'}, '1273': {'filled': '', 'ordered': '1.0'}}",,2020-07-24,6.23
430,17,107,XXX,True,"{'364': {'filled': '1.03', 'ordered': '1.0'}, '754': {'filled': '6.0', 'ordered': '6.0'}, '847': {'filled': '0.99', 'ordered': '1.0'}, '850': {'filled': '0.49', 'ordered': '0.5'}, '1094': {'filled': '1.0', 'ordered': '1.0'}, '1205': {'filled': '0.48', 'ordered': '0.5'}}",,2020-07-24,14.18
431,22,107,XXX,True,"{'364': {'filled': '0.51', 'ordered': '0.5'}, '648': {'filled': '1.0', 'ordered': '1.0'}, '754': {'filled': '6.0', 'ordered': '6.0'}, '949': {'filled': '0.2'}, '1063': {'filled': '1.0', 'ordered': '1.0'}, '1205': {'filled': '0.64', 'ordered': '0.5'}, '1208': {'filled': '1.53', 'ordered': '1.5'}, '1252': {'filled': '0.2'}}",,2020-07-24,12.8
432,30,107,XXX,True,"{'316': {'filled': '1.0', 'ordered': '1.0'}, '364': {'filled': '0.7', 'ordered': '0.7'}, '850': {'filled': '0.3', 'ordered': '0.3'}, '949': {'filled': '0.2', 'ordered': '0.2'}, '1252': {'filled': '0.3', 'ordered': '0.3'}}",,2020-07-24,8.53
433,33,107,XXX,True,"{'1205': {'filled': '1.56', 'ordered': '1.5'}, '1208': {'filled': '1.5', 'ordered': '1.5'}, '1252': {'filled': '0.5', 'ordered': '0.5'}}",,2020-07-24,7.71
434,38,107,XXX,True,"{'316': {'filled': '1.0', 'ordered': '1.0'}, '325': {'filled': '1.0', 'ordered': '1.0'}, '364': {'filled': '1.3'}, '847': {'filled': '0.4', 'ordered': '0.4'}, '949': {'filled': '0.5', 'ordered': '0.5'}, '1094': {'filled': '1.0', 'ordered': '1.0'}, '1205': {'filled': '0.22', 'ordered': '0.5'}}",,2020-07-24,16.8
435,39,107,XXX,True,"{'364': {'filled': '0.39', 'ordered': '0.4'}, '690': {'filled': '1.0', 'ordered': '1.0'}, '754': {'filled': '10'}, '1208': {'filled': '1.0', 'ordered': '1.0'}}",,2020-07-24,7.81
436,41,107,XXX,True,"{'321': {'filled': '1.0', 'ordered': '1.0'}, '754': {'filled': '10.0', 'ordered': '10.0'}, '1094': {'filled': '1.0', 'ordered': '1.0'}, '1182': {'filled': '0', 'ordered': '1.0'}, '1191': {'filled': '1.0', 'ordered': '1.0'}, '1205': {'filled': '0.44', 'ordered': '0.5'}}",,2020-07-24,9.28
437,46,107,Supercoop,True,"{'364': {'filled': '0', 'ordered': '1.3'}, '690': {'filled': '2.0', 'ordered': '2.0'}, '754': {'filled': '0', 'ordered': '62.0'}, '949': {'filled': '0', 'ordered': '0.2'}, '1252': {'filled': '0', 'ordered': '0.2'}}",,2020-07-24,2.4
438,47,107,XXX,True,"{'364': {'filled': '0.82'}, '754': {'filled': '6'}, '1208': {'filled': '1.0', 'ordered': '1.0'}, '1272': {'filled': '1.0', 'ordered': '1.0'}}",,2020-07-24,9.2
439,50,107,XXX,True,"{'321': {'filled': '1.0', 'ordered': '1.0'}, '949': {'filled': '0.4', 'ordered': '0.4'}, '1063': {'filled': '1.0', 'ordered': '1.0'}, '1205': {'filled': '0.63', 'ordered': '0.5'}}",,2020-07-24,7.5
440,52,107,XXX,True,"{'364': {'filled': '0.41', 'ordered': '0.4'}, '504': {'filled': '0.16', 'ordered': '0.1'}, '508': {'filled': '0.18', 'ordered': '0.15'}, '754': {'filled': '6.0', 'ordered': '6.0'}, '847': {'filled': '0.33', 'ordered': '0.3'}, '850': {'filled': '0.37', 'ordered': '0.5'}, '949': {'filled': '0.34', 'ordered': '0.4'}, '1182': {'filled': '0', 'ordered': '1.0'}, '1205': {'filled': '1.0', 'ordered': '1.0'}, '1272': {'filled': '1.0', 'ordered': '1.0'}, '1273': {'filled': '0.5', 'ordered': '0.5'}}",,2020-07-24,20.91
441,54,107,XXX,True,"{'322': {'filled': '1.0', 'ordered': '1.0'}, '364': {'filled': '0.22', 'ordered': '0.2'}, '507': {'filled': '0.18', 'ordered': '0.15'}, '650': {'filled': '1.0', 'ordered': '1.0'}, '690': {'filled': '2.0', 'ordered': '2.0'}, '754': {'filled': '10'}, '1063': {'filled': '1.0', 'ordered': '1.0'}, '1094': {'filled': '1.0', 'ordered': '1.0'}, '1182': {'filled': '0', 'ordered': '1.0'}, '1205': {'filled': '0.47', 'ordered': '0.5'}, '1271': {'filled': '1.0', 'ordered': '1.0'}}",,2020-07-24,20.26
442,17,108,XXX,True,{'new_product_1': {'filled': '1'}},,2020-07-24,2.04
443,22,108,XXX,True,{'new_product_2': {'filled': '1'}},,2020-07-24,1.67
444,1,113,XXX,True,"{'389': {'filled': '0.3', 'ordered': '0.3'}, '414': {'filled': '0.21', 'ordered': '0.2'}, '428': {'filled': '1.0', 'ordered': '4.0'}, '434': {'filled': '4.0', 'ordered': '4.0'}, '444': {'filled': '2.0', 'ordered': '2.0'}, '459': {'filled': '2.0', 'ordered': '2.0'}, '460': {'filled': '1.0', 'ordered': '1.0'}, '476': {'filled': '1'}, '489': {'filled': '0.26', 'ordered': '0.2'}, '496': {'filled': '0.3', 'ordered': '0.2'}, '502': {'filled': '0', 'ordered': '0.2'}, '509': {'filled': '0.32'}, '554': {'filled': '0', 'ordered': '2.0'}, '667': {'filled': '1.0', 'ordered': '1.0'}, '674': {'filled': '2.0', 'ordered': '2.0'}, '706': {'filled': '4.0', 'ordered': '4.0'}, '725': {'filled': '1.0', 'ordered': '1.0'}, '787': {'filled': '1.0', 'ordered': '1.0'}, '903': {'filled': '0.3', 'ordered': '0.3'}, '956': {'filled': '0.32', 'ordered': '0.3'}, '1083': {'filled': '2'}, '1168': {'filled': '2.0', 'ordered': '2.0'}}",,2020-08-07,53.93
445,3,113,XXX,True,"{'370': {'filled': '0', 'ordered': '2.0'}, '388': {'filled': '0.5', 'ordered': '0.5'}, '427': {'filled': '5.0', 'ordered': '5.0'}, '444': {'filled': '1.0', 'ordered': '1.0'}, '473': {'filled': '1.0', 'ordered': '1.0'}, '476': {'filled': '1.0', 'ordered': '1.0'}, '496': {'filled': '0.35'}, '671': {'filled': '0', 'ordered': '2.0'}, '685': {'filled': '2.0', 'ordered': '2.0'}, '752': {'filled': '1'}, '956': {'filled': '1.0', 'ordered': '1.0'}, '1043': {'filled': '0.29', 'ordered': '0.3'}, '1061': {'filled': '1.0', 'ordered': '1.0'}, '1249': {'filled': '0', 'ordered': '3.0'}}",,2020-08-07,26.41
446,6,113,XXX,True,"{'388': {'filled': '0.59', 'ordered': '0.6'}, '389': {'filled': '0.5', 'ordered': '0.5'}, '414': {'filled': '0.5', 'ordered': '0.5'}, '459': {'filled': '4.0', 'ordered': '4.0'}, '476': {'filled': '2.0', 'ordered': '2.0'}, '478': {'filled': '4.0', 'ordered': '4.0'}, '496': {'filled': '0.62'}, '502': {'filled': '0', 'ordered': '1.0'}, '667': {'filled': '4.0', 'ordered': '4.0'}, '674': {'filled': '2.0', 'ordered': '2.0'}, '725': {'filled': '4.0', 'ordered': '4.0'}, '875': {'filled': '0.5', 'ordered': '0.5'}, '903': {'filled': '0.5', 'ordered': '0.5'}, '1043': {'filled': '0.5', 'ordered': '0.5'}, '1061': {'filled': '2.0', 'ordered': '2.0'}, '1168': {'filled': '1'}, '1274': {'filled': '2.2', 'ordered': '2.0'}, '1278': {'filled': '0', 'ordered': '1.0'}, '1279': {'filled': '0', 'ordered': '1.0'}}",{'-0.15': 2},2020-08-07,73.23
447,7,113,XXX,True,"{'667': {'filled': '4.0', 'ordered': '4.0'}, '701': {'filled': '12.0', 'ordered': '12.0'}, '858': {'filled': '6.0', 'ordered': '6.0'}}",{'-0.15': 12},2020-08-07,23.12
448,10,113,XXX,True,"{'370': {'filled': '0', 'ordered': '1.0'}, '388': {'filled': '0.28', 'ordered': '0.3'}, '391': {'filled': '0.44', 'ordered': '0.4'}, '414': {'filled': '0.22', 'ordered': '0.2'}, '441': {'filled': '2.0', 'ordered': '2.0'}, '444': {'filled': '2.0', 'ordered': '2.0'}, '449': {'filled': '0', 'ordered': '1.0'}, '460': {'filled': '1.0'}, '473': {'filled': '2.0', 'ordered': '2.0'}, '476': {'filled': '2.0', 'ordered': '2.0'}, '478': {'filled': '1.0', 'ordered': '1.0'}, '496': {'filled': '0.2'}, '509': {'filled': '0.31'}, '554': {'filled': '0', 'ordered': '3.0'}, '685': {'filled': '1.0', 'ordered': '1.0'}, '725': {'filled': '1.0', 'ordered': '1.0'}, '752': {'filled': '1.0', 'ordered': '1.0'}, '783': {'filled': '0', 'ordered': '1.0'}, '1061': {'filled': '1.0', 'ordered': '1.0'}, '1083': {'filled': '1.0', 'ordered': '1.0'}, '1168': {'filled': '1.0', 'ordered': '1.0'}, '1274': {'filled': '2.0', 'ordered': '2.0'}}",,2020-08-07,32.95
449,13,113,XXX,True,"{'388': {'filled': '0.26', 'ordered': '0.2'}, '391': {'filled': '0.25', 'ordered': '0.3'}, '441': {'filled': '1.0', 'ordered': '1.0'}, '449': {'filled': '0', 'ordered': '1.0'}, '476': {'filled': '1.0', 'ordered': '1.0'}, '502': {'filled': '0', 'ordered': '0.2'}, '554': {'filled': '0', 'ordered': '1.0'}, '725': {'filled': '2.0', 'ordered': '2.0'}, '752': {'filled': '1.0', 'ordered': '1.0'}, '783': {'filled': '0', 'ordered': '1.0'}, '1249': {'filled': '0', 'ordered': '8.0'}}",,2020-08-07,7.4
450,17,113,XXX,True,"{'388': {'filled': '0.98', 'ordered': '1.0'}, '427': {'filled': '4.0', 'ordered': '4.0'}, '447': {'filled': '2.0', 'ordered': '2.0'}, '671': {'filled': '0', 'ordered': '1.0'}, '706': {'filled': '10.0', 'ordered': '10.0'}, '956': {'filled': '1.1', 'ordered': '1.0'}}",{'1.79': 1},2020-08-07,18.6
451,22,113,XXX,True,"{'391': {'filled': '0.21', 'ordered': '0.2'}, '473': {'filled': '2.0', 'ordered': '2.0'}, '509': {'filled': '0.17'}, '667': {'filled': '13.0', 'ordered': '13.0'}, '671': {'filled': '0', 'ordered': '3.0'}, '674': {'filled': '2.0', 'ordered': '2.0'}, '706': {'filled': '6.0', 'ordered': '6.0'}, '752': {'filled': '2.0', 'ordered': '2.0'}, '1083': {'filled': '3.0', 'ordered': '3.0'}, '1168': {'filled': '2.0', 'ordered': '2.0'}}",,2020-08-07,39.8
452,35,113,XXX,True,"{'370': {'filled': '0', 'ordered': '2.0'}, '388': {'filled': '0.5', 'ordered': '0.5'}, '476': {'filled': '1.0', 'ordered': '1.0'}, '478': {'filled': '2.0', 'ordered': '2.0'}, '489': {'filled': '0.46', 'ordered': '0.5'}, '496': {'filled': '0.6', 'ordered': '0.5'}, '502': {'filled': '0', 'ordered': '0.3'}, '509': {'filled': '0.31'}, '986': {'filled': '0', 'ordered': '0.7'}, '1026': {'filled': '4', 'ordered': '5.0'}, '1168': {'filled': '2.0', 'ordered': '2.0'}}",,2020-08-07,39.22
453,38,113,XXX,True,"{'391': {'filled': '0.7', 'ordered': '0.7'}, '478': {'filled': '1.0', 'ordered': '1.0'}, '903': {'filled': '0.12', 'ordered': '0.2'}}",,2020-08-07,4.4
454,39,113,XXX,True,"{'388': {'filled': '0.4', 'ordered': '0.4'}, '389': {'filled': '0.21', 'ordered': '0.2'}, '391': {'filled': '0.45', 'ordered': '0.4'}, '414': {'filled': '0.11', 'ordered': '0.1'}, '434': {'filled': '2.0', 'ordered': '2.0'}, '509': {'filled': ''}, '1274': {'filled': '1.0', 'ordered': '1.0'}}",,2020-08-07,12.74
455,46,113,Supercoop,True,"{'441': {'filled': '0', 'ordered': '1.0'}, '460': {'filled': '0', 'ordered': '1.0'}, '476': {'filled': '0', 'ordered': '1.0'}, '496': {'filled': '0.47', 'ordered': '1.1'}, '509': {'filled': '0.0', 'ordered': '1.0'}, '752': {'filled': '0', 'ordered': '1.0'}, '768': {'filled': '', 'ordered': '1.0'}, '1083': {'filled': '0', 'ordered': '2.0'}, '1168': {'filled': '0', 'ordered': '1.0'}, '1278': {'filled': '1'}, '1279': {'filled': '1'}}",,2020-08-07,25.99
456,47,113,XXX,True,"{'449': {'filled': '0', 'ordered': '1.0'}, '752': {'filled': '2.0', 'ordered': '2.0'}, '1168': {'filled': '2.0', 'ordered': '2.0'}}",,2020-08-07,4.9
457,50,113,XXX,True,"{'428': {'filled': '0.0', 'ordered': '1.0'}, '444': {'filled': '2.0', 'ordered': '2.0'}, '479': {'filled': '2.0', 'ordered': '2.0'}, '496': {'filled': '0.5'}, '685': {'filled': '1.0', 'ordered': '1.0'}, '752': {'filled': '1.0', 'ordered': '1.0'}, '1043': {'filled': '0.21', 'ordered': '0.2'}, '1061': {'filled': '1.0', 'ordered': '1.0'}, '1168': {'filled': '1.0', 'ordered': '1.0'}, '1249': {'filled': '0', 'ordered': '11.0'}}",,2020-08-07,17.9
