order_ID,product_ID,name,unit,origin,deposit,category,producer,tax_rate,net_price,bundle_size,supplier_code,amount_ordered,bundles_ordered,net_total_price
53,new_product_2,Erdmannhauser Dinkel Knusperbrezeln mit Sesam,1,,,,,7.0,1.47,,,1.0,,1.47
53,new_product_3,Risotto Rundkorn Spitzenreis 'Ribe' weiß 500g,1,,,,,7.0,1.84,,,1.0,,1.84
53,new_product_4,Cafe Chavalo Kakao,180 g,,,,,7.0,3.8,,,6.0,,22.799999999999997
53,new_product_5,Quittenbrot,1,,,,,7.0,2.85,,,1.0,,2.85
53,new_product_6,Cafe Chavalo Schokolade Edelbitter 75%,1,,,,,7.0,2.1,,,12.0,,25.200000000000003
53,new_product_7,Cafe Chavalo Nougat 42%Kakao ,1,,,,,7.0,2.1,,,12.0,,25.200000000000003
53,new_product_8,Herbaria Pfefferminztee ((ZuliefererTerra)),1,,,,,7.0,1.45,,,6.0,,8.7
53,new_product_9,Fruchtige Erdbeere GREEN organics,Gläser ,,,,,7.0,1.15,,,2.0,,2.3
57,359,Mangos Kent (genussreif) ,Stück,Elfenbeinküste,,Obst,,7.0,1.6099999999999999,7.0,1181189,7.0,1.0,11.27
57,368,Lauch/Porree,kg,Spanien,,Gemüse,,7.0,2.66,5.0,124520,5.0,1.0,13.3
57,373,"Möhren, jung",kg,Italien,,Gemüse,,7.0,1.46,6.0,120549,12.0,2.0,17.52
57,387,"Kohlrabi, blau",Stück,regional,,Gemüse,,7.0,1.25,12.0,122210,12.0,1.0,15.0
57,389,Zucchini,kg,Italien,,Gemüse,,7.0,1.34,6.0,127385,6.0,1.0,8.040000000000001
57,391,Aubergine ,kg,Spanien,,Gemüse,,7.0,2.84,3.0,127187,3.0,1.0,8.52
57,413,Salatgurken,Stück,Spanien,,Gemüse,,7.0,0.67,12.0,127365,24.0,2.0,16.080000000000002
57,414,Steinchampignons,kg,Deutschland,,Gemüse,,7.0,5.75,1.0,128154,3.0,3.0,17.25
57,427,"TERRA Vollmilch 3,8 %",1l Karton,Deutschland,,Milchprodukte – Milch,,7.0,0.91,10.0,130027,30.0,3.0,27.3
57,428,"Ökodorf Brodowin, demeter Vollmilch 3,7%",1l Glasflasche,Deutschland,0.15,Milchprodukte – Milch,,7.0,1.22,6.0,130014,6.0,1.0,7.32
57,434,"Gläserne Molkerei Fassbutter Sauerrahm, natur",250g,regional,,Milchprodukte – Butter & Schmalz,,7.0,2.2800000000000002,10.0,131055,10.0,1.0,22.800000000000004
57,440,Kefir 1.5%,250ml Becher,Deutschland,,Milchprodukte – divers,,7.0,0.49,6.0,130789,6.0,1.0,2.94
57,441,Lassi Mango  230ml,230ml,Schweiz,,Milchprodukte – Joghurt,,7.0,0.96,6.0,13076130,6.0,1.0,5.76
57,444,"Die Feine Linie Joghurt natur 3,8%",500g Glas,Deutschland,0.15,Milchprodukte – Joghurt,,7.0,0.84,6.0,130127,6.0,1.0,5.04
57,448,"Jumbo Joghurt , cremig gerührt 3,8%",1 Liter Flasche ,Deutschland,0.15,Milchprodukte – Joghurt,,7.0,1.58,6.0,130165,6.0,1.0,9.48
57,450,"Söbbeke Glas- Joghurt Vanille 3,8% ",500g Glas,Deutschland,0.15,Milchprodukte – Joghurt,,7.0,1.38,6.0,130215,6.0,1.0,8.28
57,461,"Speisequark 20%, Söbbeke",250g Becher,Deutschland,,Milchprodukte – Quark & Frischkäse,,7.0,0.89,8.0,130848,8.0,1.0,7.12
57,467,TERRA Schlagsahne 30%,200g Becher,Deutschland,,Milchprodukte – divers,,7.0,0.75,10.0,130441,10.0,1.0,7.5
57,473,California Frischkäse Doppelrahmstufe,150g,Deutschland,,Milchprodukte – Quark & Frischkäse,,7.0,1.02,7.0,145240,7.0,1.0,7.140000000000001
57,476,Trakaya Hirtenkäse,150g,Deutschland,,Milchprodukte – Käse,,7.0,1.43,5.0,144708,5.0,1.0,7.1499999999999995
57,479,Mozzarella Duopack 2x100g,Stück,Schweiz,,Milchprodukte – Käse,,7.0,1.29,6.0,13066450,6.0,1.0,7.74
57,496,"Gouda, 6 Wochen gereift    1,8kg                  ",kg,Deutschland,,Milchprodukte – Käse,,7.0,11.31,1.8,144135,1.8,1.0,20.358
57,515,"BAUCK 3-Kornflocken, zartblatt",425g,Deutschland,,Müsli und Flocken,,7.0,1.48,8.0,417739,8.0,1.0,11.84
57,563,Medjuhl Datteln,kg,Israel,,Obst,,7.0,11.3,2.0,118018,2.0,1.0,22.6
57,574,"Jasmin Reis, weiß  5kg",5kg,Thailand,,Reis,,7.0,16.1,1.0,415988,1.0,1.0,16.1
57,604,Hummus Tahini,150g,Deutschland,,Aufstriche – herzhaft,,7.0,1.63,4.0,13189530,4.0,1.0,6.52
57,617,Hofpastete Classico,125g Dose,Deutschland,,Aufstriche – herzhaft,Allos,7.0,1.37,12.0,464508,12.0,1.0,16.44
57,641,Sauce Hollandaise Sanchon vegan,170ml Glas,Deutschland,,"Öl, Essig, Soßen",,7.0,1.94,6.0,452590,6.0,1.0,11.64
57,642,Sauce Bernaise Sanchon vegan,170ml Glas,Deutschland,,"Öl, Essig, Soßen",,7.0,1.94,6.0,452594,6.0,1.0,11.64
57,652,"Kalamata Oliven al Naturale, entkernt  175g",175g Glas,Griechenland,,Konserven und Gläser,,7.0,2.75,6.0,431311,6.0,1.0,16.5
57,655,Kichererbsen (De Rit),350g Glas,Niederlande,,Konserven und Gläser,,7.0,1.08,6.0,448642,6.0,1.0,6.48
57,656,Kidneybohnen (De Rit),350g Glas,Niederlande,,Konserven und Gläser,,7.0,0.93,6.0,448638,6.0,1.0,5.58
57,667,NATUMI Haferdrink natural,1l Karton,Deutschland,,Vegan – Drinks,,19.0,1.31,12.0,463301,12.0,1.0,15.72
57,670,Taifun Räuchertofu Mandel Sesam,200g,Deutschland,,Vegan,,7.0,1.96,6.0,200374,6.0,1.0,11.76
57,701,Wasser St.Leonhardt Lichtquelle,1l Flasche,Deutschland,0.15,Getränke – Wasser,,19.0,0.64,6.0,129267,12.0,2.0,7.68
57,705,"Neumarkter Lammsbräu, alkoholfrei","0,33l Flasche",Deutschland,0.08,Getränke – Bier,,19.0,0.6000000000000001,10.0,404130,10.0,1.0,6.000000000000001
57,706,"Neumarkter Lammsbräu Radler, alkoholfrei ","0,33l Flasche",Deutschland,0.08,Getränke – Bier,,19.0,0.64,10.0,404132,10.0,1.0,6.4
57,752,Doppelkeks mit Kakaocreme 330g (Wikana),330g Packung,Regional,,Kekse,,7.0,1.3900000000000001,12.0,480417,12.0,1.0,16.68
57,753,Green Honigwaffeln 175g,175g Packung,Niederlande,,Kekse,,7.0,1.18,9.0,481762,9.0,1.0,10.62
57,768,Lyoner mit Pistazien Terra 70g- Aufschnitt,Stück,Deutschland,,Fleisch & Wurst,,7.0,1.25,3.0,273820,6.0,2.0,7.5
57,787,Prosciutto Cotto 80g - Aufschnitt,Stück,Italien,,Fleisch & Wurst,,7.0,2.45,5.0,259363,5.0,1.0,12.25
57,788,Bacon 90g - Aufschnitt,Stück,Deutschland,,Fleisch & Wurst,,7.0,2.35,1.0,274104,2.0,2.0,4.7
57,844,"Spargel, grün 12-16mm",500g Bund,Italien,,Gemüse,,7.0,2.98,6.0,124660,6.0,1.0,17.88
57,859,Heidelbeeren (offene Schale),125g Schale,Spanien,,Obst,,7.0,1.44,8.0,115205,8.0,1.0,11.52
57,868,"H-Milch Terra Vollmilch 3,8% , Karton",1 Karton,regional,,Milchprodukte – Milch,Terra,7.0,0.9500000000000001,12.0,130068,36.0,3.0,34.2
57,875,Küstenländer Hofkäse Natur 6 Wo. gereift  ca. 500g,kg,Regional,,Milchprodukte – Käse,,7.0,11.49,0.5,144610,0.5,1.0,5.745
57,903,Austernpilze,kg,Deutschland,,Gemüse,,7.0,6.3,1.0,128270,2.0,2.0,12.6
57,907,Geflügelsalat 125g,150g Becher,Deutschland,,Fleisch & Wurst,Grünhof,7.0,1.57,3.0,13124512,3.0,1.0,4.71
57,915,"Spinat, lose",kg,regional,,Gemüse,,7.0,3.94,3.0,125615,3.0,1.0,11.82
57,931,Spreewälder Gewürzgurken ,530g // ATG 300g,Regional,,Konserven und Gläser,Terra ,7.0,1.6400000000000001,8.0,431862,8.0,1.0,13.120000000000001
57,939,Fleischsalat / 150g,Becher (je 150g),DE,,Fleisch & Wurst,GRH,7.0,1.48,3.0,13124534,3.0,1.0,4.4399999999999995
57,951,"Rucola Salat, lose 1kg Tüte",kg,Italien,,Gemüse,,7.0,8.7,1.0,125426,1.0,1.0,8.7
57,956,"Pfirsiche gelb, Kal A/B",kg,Spanien,,Obst,,7.0,3.29,3.0,113205,3.0,1.0,9.870000000000001
57,984,"Kartoffeln Linda, fk ",kg,Deutschland,,Gemüse,,7.0,1.25,12.5,122829,12.5,1.0,15.625
57,986,Putenhüftsteak Freiland 350g (2 Stück),kg,Regional,,Fleisch & Wurst,Freiland Puten Fahrenzhausen,7.0,10.19,0.35000000000000003, 309045,1.4,4.0,14.265999999999998
57,1026,"Mezzogiorno Primitivo IGT  0,75Ltr",Ltr,Italien,,Getränke – Wein,,19.0,3.33,6.0,407199,6.0,1.0,19.98
57,1040,"Paprika, gelb",kg,Spanien,,Gemüse,,7.0,3.84,2.5,127238,2.5,1.0,9.6
57,1041,"Artischocken, weiß 6-7 Stück",kg,Frankreich,,Gemüse,,7.0,4.34,3.0,126515,3.0,1.0,13.02
57,1043,Kräuterseitling (im Korb),kg,Deutschland,,Gemüse,,7.0,9.94,1.0,128391,1.0,1.0,9.94
57,1062,"Cherry-Tomaten Marzanino, lose",kg,Italien,,Gemüse,,7.0,4.64,2.0,1271793,4.0,2.0,18.56
57,1076,Avocado Hass (L22-24 Stück),Stück,Kenia,,Gemüse,,7.0,0.6900000000000001,22.0,116121,22.0,1.0,15.180000000000001
57,1078,Broccoli,kg,Deutschland,,Gemüse,,7.0,4.42,5.0,126426,5.0,1.0,22.1
57,1080,Aprikosen. orange,kg,Italien,,Obst,,7.0,3.44,5.0,113118,5.0,1.0,17.2
57,1085,Maultaschen mit Gemüse Füllung,250g Packung,Deutschland,,"Frischteigprodukte (Nudeln, Kloßteig, etc.)",Bio Verde,7.0,1.98,6.0,13157070,6.0,1.0,11.879999999999999
57,1098,Nocciolata Nuss-Nougat Aufstrich 700 gr,Gläser,,,Aufstriche – nussiges,Rigoni di Asagio,7.0,7.1,6.0,426997,6.0,1.0,42.599999999999994
57,1110,"Apfel Natyra, regional",kg,regional,,Obst,,7.0,2.62,9.0,1121883,9.0,1.0,23.580000000000002
57,1117,Fruchtige Erdbeere GREEN organics,Gläser,NL,,Aufstriche – fruchtiges,Greenorganics,7.0,1.15,6.0,425300,6.0,1.0,6.8999999999999995
57,new_product_1,GREEN Rapsöl (500 ml Flasche),1,,,,,7.0,1.94,,,1.0,,1.94
62,355,Bananen (18kg Karton),kg,Dominikanische Republik,,Obst,,7.0,1.45,18.0,116405,18.0,1.0,26.099999999999998
62,369,Strauch-Tomaten         ,kg,Spanien,,Gemüse,,7.0,2.04,5.0,1271753,5.0,1.0,10.2
62,370,Cherry-Tomatine Marzanino 250g-Schale,250g Schale,Italien,,Gemüse,,7.0,1.28,6.0,127159,6.0,1.0,7.68
62,373,Möhren. jung,kg,Italien,,Gemüse,,7.0,1.44,6.0,120549,10.0,1.0,14.399999999999999
62,388,"Paprika, rot",kg,Spanien,,Gemüse,,7.0,3.98,5.0,127222,5.0,1.0,19.9
62,391,Aubergine ,kg,Spanien,,Gemüse,,7.0,2.84,3.0,127187,3.0,1.0,8.52
62,413,Salatgurken,Stück,Spanien,,Gemüse,,7.0,0.66,12.0,127365,24.0,2.0,15.84
62,414,Steinchampignons,kg,Deutschland,,Gemüse,,7.0,5.75,1.0,128154,2.0,2.0,11.5
62,427,"TERRA Vollmilch 3,8 %",1l Karton,Deutschland,,Milchprodukte – Milch,,7.0,0.91,10.0,130027,30.0,3.0,27.3
62,428,"Ökodorf Brodowin. demeter Vollmilch 3,7%",1l Glasflasche,Deutschland,0.15,Milchprodukte – Milch,,7.0,1.26,6.0,130014,6.0,1.0,7.5600000000000005
62,441,Lassi Mango  230ml,230ml,Schweiz,,Milchprodukte – Joghurt,,7.0,0.96,6.0,13076130,6.0,1.0,5.76
62,444,"Die Feine Linie Joghurt natur 3,8%",500g Glas,Deutschland,0.15,Milchprodukte – Joghurt,,7.0,0.84,6.0,130127,6.0,1.0,5.04
62,448,"Jumbo Joghurt , cremig gerührt 3,8%",1 Liter Flasche ,Deutschland,0.15,Milchprodukte – Joghurt,,7.0,1.58,6.0,130165,6.0,1.0,9.48
62,467,TERRA Schlagsahne 30%,200g Becher,Deutschland,,Milchprodukte – divers,,7.0,0.75,10.0,130441,10.0,1.0,7.5
62,471,Kuno Hof Butendiek (Frischkäsezubereitung mit Pflanzenöl und Kräutern der Provence)                             ,150g,Deutschland,,Milchprodukte – Quark & Frischkäse,,7.0,2.45,6.0,145180,6.0,1.0,14.700000000000001
62,476,Trakaya Hirtenkäse,150g,Deutschland,,Milchprodukte – Käse,,7.0,1.43,5.0,144708,5.0,1.0,7.1499999999999995
62,479,Mozzarella Duopack 2x100g,Stück,Schweiz,,Milchprodukte – Käse,,7.0,1.29,6.0,13066450,12.0,2.0,15.48
62,485,"Deichkäse Jung 10 Wochen gereift  ca. 0,7kg                  mit Rotschmierekultur und Weißwein gepflegt  ",kg ,BAC Deutschland,,Milchprodukte – Käse,,7.0,14.25,0.7000000000000001,170185,0.7,1.0,9.975
62,489,"Nordseekäse, 6 Monate an Meeresluft gereift, aromatisch süß mit angenehmer Salznote, edles Milcharoma   1,5 kg               ",kg,Thiese Mejeri Dänemark,,Milchprodukte – Käse,,7.0,14.89,1.5,180120,1.5,1.0,22.335
62,555,Pinienkerne,60g,Lettland,,Nüsse und Kerne,,7.0,2.32,12.0,412732,12.0,1.0,27.839999999999996
62,557,Linsen rot - Morgenland,500g,Türkei,,Hülsenfrüchte,,7.0,1.73,6.0,414146,6.0,1.0,10.379999999999999
62,604,Hummus Tahini,150g,Deutschland,,Aufstriche – herzhaft,,7.0,1.63,4.0,13189530,4.0,1.0,6.52
62,655,Kichererbsen (De Rit),350g Glas,Niederlande,,Konserven und Gläser,,7.0,1.08,6.0,448642,6.0,1.0,6.48
62,666,NATUMI Sojadrink natural,1l Karton,Deutschland,,Vegan – Drinks,,19.0,1.05,12.0,463296,12.0,1.0,12.600000000000001
62,696,"Birnensaft, klar","0,7l Flasche",Deutschland,0.15,Getränke – Saft,Voelkel,19.0,1.53,6.0,400165,6.0,1.0,9.18
62,701,Wasser St.Leonhardt Lichtquelle,1l Flasche,Deutschland,0.15,Getränke – Wasser,,19.0,0.71,6.0,129267,12.0,2.0,8.52
62,706,"Neumarkter Lammsbräu Radler, alkoholfrei ","0,33l Flasche",Deutschland,0.08,Getränke – Bier,,19.0,0.64,10.0,404132,10.0,1.0,6.4
62,765,"Delikatess Leberwurst, fein 120g",Stück,Deutschland,,Fleisch & Wurst,,7.0,1.54,3.0,676232,3.0,1.0,4.62
62,768,Lyoner mit Pistazien Terra 70g- Aufschnitt,Stück,Deutschland,,Fleisch & Wurst,,7.0,1.25,3.0,273820,3.0,1.0,3.75
62,771,Putenbierschinken 80g - Aufschnitt,Stück,regional,,Fleisch & Wurst,,7.0,1.13,3.0,28000014,3.0,1.0,3.3899999999999997
62,777,Hausmachersalami Terra 70g- Aufschnitt,Stück,Deutschland,,Fleisch & Wurst,,7.0,1.31,3.0,273221,3.0,1.0,3.93
62,784,Ländjäger 4 Stück    120g,Stück,Deutschland,,Fleisch & Wurst,,7.0,2.66,3.0,273625,3.0,1.0,7.98
62,788,Bacon 90g - Aufschnitt,Stück,Deutschland,,Fleisch & Wurst,,7.0,2.35,1.0,274104,1.0,1.0,2.35
62,797,Gemüsebrühe. Nachfüllbeutel  250g,250g Nachfüllbeutel,Erntesegen,,Gewürze,,7.0,2.15,12.0,447670,12.0,1.0,25.799999999999997
62,844,"Spargel, grün 12-16mm",500g Bund,Italien,,Gemüse,,7.0,3.09,6.0,124660,6.0,1.0,18.54
62,859,Heidelbeeren (offene Schale),125g Schale,Spanien,,Obst,,7.0,1.52,8.0,115205,8.0,1.0,12.16
62,872,Le Brie mit Walnüssen,kg,Deutschland,,Milchprodukte – Käse,,7.0,12.69,1.0,160042,1.0,1.0,12.69
62,875,Küstenländer Hofkäse Natur 6 Wo. gereift  ca. 500g,kg,Regional,,Milchprodukte – Käse,,7.0,11.49,0.5,144610,1.0,2.0,11.49
62,903,Austernpilze,kg,Deutschland,,Gemüse,,7.0,6.3,1.0,128270,1.0,1.0,6.3
62,932,"Lassi Himbeere / 3,5 % Fett (250 ml)",Becher,DE,,Milchprodukte – Joghurt,,7.0,0.98,6.0,13079972,6.0,1.0,5.88
62,939,Fleischsalat / 150g,Becher (je 150g),DE,,Fleisch & Wurst,GRH,7.0,1.48,3.0,13124534,3.0,1.0,4.4399999999999995
62,956,"Pfirsiche gelb, Kal A/B",kg,Spanien,,Obst,,7.0,3.29,3.0,113205,3.0,1.0,9.870000000000001
62,974,Stangenbohnen ,kg,Spanien,,Gemüse,,7.0,3.09,4.0,127580,4.0,1.0,12.36
62,986,Putenhüftsteak Freiland 350g (2 Stück),kg,Regional,,Fleisch & Wurst,Freiland Puten Fahrenzhausen,7.0,11.19,0.35000000000000003, 309045,0.7,2.0,7.832999999999999
62,1050,Aprikosen. orange,kg,Spanien,,Obst,,7.0,3.69,3.0,113113,6.0,2.0,22.14
62,1075,Neumarkter Lammsbräu Radler,0.5l Flasche,Deutschland,0.08,Getränke – Bier,,19.0,0.81,10.0,404135,10.0,1.0,8.100000000000001
62,1076,Avocado Hass (L22-24 Stück),Stück,Kenia,,Gemüse,,7.0,0.84,22.0,116121,22.0,1.0,18.48
62,1078,Broccoli,kg,Deutschland,,Gemüse,,7.0,4.14,5.0,126426,5.0,1.0,20.7
62,1082,Reisdrink natural ,1l Karton,DE,,Vegan – Drinks,Natumi,19.0,1.31,12.0,463299,12.0,1.0,15.72
62,1145,Frühkartoffel Solist vfk (fair&regional),kg,DD,,Gemüse,,7.0,1.67,12.5,122808,25.0,2.0,41.75
62,1147,"Zitronen, Sommer-Verdelli ",kg,Italien,,Obst,,7.0,2.24,6.0,111126,6.0,1.0,13.440000000000001
62,1148,"Feigen, frisch schwarz  27-36 St ",Stück,Spanien,,Obst,,7.0,0.77,27.0,118037,27.0,1.0,20.79
63,1066,"Batavia Salat, grün",Stück,regional,,Gemüse,,7.0,1.8,1.0,,2.0,2.0,3.6
63,1070,"Salanova Salat kraus, grün: Kopfsalat mit kleinen Blättern",Stück,regional,,Gemüse,,7.0,1.6,1.0,,5.0,5.0,8.0
63,1071,Schnittlauch (mit Knospen und Blüten),Stück,regional,,Frische Kräuter,,7.0,1.7000000000000002,1.0,,3.0,3.0,5.1000000000000005
63,1093,"Eichblatt Salat, rot",Stück,regional,,Gemüse,,7.0,1.8,1.0,,3.0,3.0,5.4
63,1101,"Batavia Salat, rot (groß)",Stück,regional,,Gemüse,,7.0,2.5,1.0,,1.0,1.0,2.5
63,1151,Mangold bunt - regional,kg,regional,,Gemüse,,7.0,5.2,1.0,,2.0,2.0,10.4
63,1156,Fenchel,Stück,regional,,Gemüse,,7.0,2.1,1.0,,1.0,1.0,2.1
63,1196,Eichblatt grün,Stück,regional,,Gemüse,,7.0,1.8,1.0,,1.0,1.0,1.8
64,316,Dreisaatenbrot,750g Stück,Görlitzer Brotschmiede,,Brot,demeter,7.0,3.25,1.0,1856,2.0,2.0,6.5
64,318,Sonnenkernbrot,750g Stück,Görlitzer Brotschmiede,,Brot,demeter,7.0,3.25,1.0,1858,3.0,3.0,9.75
64,321,Dinkelkürbiskernbrot,350g Stück,Görlitzer Brotschmiede,,Brot,demeter,7.0,2.59,1.0,1854,1.0,1.0,2.59
64,322,Walnussbrot,500g Stück,Görlitzer Brotschmiede,,Brot,demeter,7.0,3.09,1.0,1863,1.0,1.0,3.09
64,325,Dinkelsprossenbrot,500g Stück,Görlitzer Brotschmiede,,Brot,demeter,7.0,3.29,1.0,1014,1.0,1.0,3.29
64,326,Semmelbrot,300g Stück,Görlitzer Brotschmiede,,Brot,demeter,7.0,1.5899999999999999,1.0,1112,1.0,1.0,1.5899999999999999
64,331,Bio - Milch-Rosinen-Schnecken,Stück,"Görlitzer Brotschmiede, demeter",,Brot – Brötchen,,7.0,0.79,1.0,1115,4.0,4.0,3.16
64,386,Kohlrabi,Stück,regional,,Gemüse,,7.0,1.5,5.0,Lebenskunst,5.0,1.0,7.5
64,492,Lindenhofer mit Bockshornklee (Schnittkäse von Gut Krauscha),1kg Laib,regional,,Milchprodukte – Käse,,7.0,16.9,1.0,Lindenhof,1.0,1.0,16.9
64,504,"Rauchkäse, Schnittkäse (für die Bestellung von 1 Stück 0,1 als Menge eintragen)","kg, in Stücken a 100g",regional,,Milchprodukte – Käse,,7.0,19.45,0.1,Lindenhof,0.1,1.0,1.945
64,507,"Camembert vom Lindenhof (für die Bestellung von 1 Stück 0,15 als Menge eintragen)","kg, in Stücken à 150 g",regional,,Milchprodukte – Käse,,7.0,19.45,0.15,Lindenhof,0.15,1.0,2.9175
64,576,"Fruchtaufstrich ""Mirabella""",210g Glas,regional,,Aufstriche – fruchtiges,Lebenskunst,7.0,2.65,1.0,Lebenskunst,2.0,2.0,5.3
64,596,Honig Sommerblüte Bioland (Feld Wald und Wiese),250g Glas,regional,,"Aufstriche – Honig, Sirup",,7.0,3.4,1.0,Ökohof Windfege,1.0,1.0,3.4
64,645,Tomaten-Passata,400g Glas,regional,,Konserven und Gläser,,7.0,1.8,1.0,Lebenskunst,1.0,1.0,1.8
64,648,Apfel-Birnenmus,400g Glas,regional,,Konserven und Gläser,,7.0,1.7000000000000002,1.0,6023,1.0,1.0,1.7000000000000002
64,690,Apfelsaft naturtrüb,"0,7l Flasche",Kellterei Neubert,0.15,Getränke – Saft,,19.0,1.2,6.0,1316,12.0,2.0,14.399999999999999
64,692,Apfelkirschsaft,"0,7l Flasche",Kellterei Neubert,0.15,Getränke – Saft,,19.0,2.1,6.0,1326,6.0,1.0,12.600000000000001
64,754,Eier Größe M (lose),Stück,regional,,Eier,,7.0,0.33,90.0,129121,90.0,1.0,29.700000000000003
64,942,Romantischer Sommerblumen - Mix,Topf,,,non-food,,7.0,1.6,9.0,Bio-Gärtnerei Wagner,9.0,1.0,14.4
64,976,Lauchzwiebeln,Bund,regional,,Gemüse,,7.0,1.3,5.0,Lebenskunst,5.0,1.0,6.5
64,1180,Erdbeeren,250g Schale,,,Obst,,7.0,3.1,1.0,Lebenskunst,3.0,3.0,9.3
64,1182,Himbeeren,100g Schale,,,Obst,,7.0,1.9,1.0,Lebenskunst,2.0,2.0,3.8
64,1183,rote Johannisbeeren,250g Schale,,,Obst,,7.0,3.2,1.0,Lebenskunst,2.0,2.0,6.4
64,1185,schwarze Johannisbeeren,250g Schale,,,Obst,,7.0,3.2,1.0,Lebenskunst,3.0,3.0,9.600000000000001
64,1189,Dicke Bohnen,kg,,,Gemüse,,7.0,4.5,0.5,Lebenskunst,3.0,6.0,13.5
64,1190,Knoblauch,5er Bund,,,Gemüse,,7.0,1.5,2.0,Lebenskunst,8.0,4.0,12.0
64,1191,Calendula Strauß,Strauß,,,non-food,,7.0,1.3,2.0,Lebenskunst,6.0,3.0,7.800000000000001
68,316,Dreisaatenbrot,750g Stück,Görlitzer Brotschmiede,,Brot,demeter,5.0,3.25,1.0,1856,7.0,7.0,22.75
68,321,Dinkelkürbiskernbrot,350g Stück,Görlitzer Brotschmiede,,Brot,demeter,5.0,2.59,1.0,1854,2.0,2.0,5.18
68,322,Walnussbrot,500g Stück,Görlitzer Brotschmiede,,Brot,demeter,5.0,3.09,1.0,1863,1.0,1.0,3.09
68,326,Semmelbrot,300g Stück,Görlitzer Brotschmiede,,Brot,demeter,5.0,1.5899999999999999,1.0,1112,1.0,1.0,1.5899999999999999
68,331,Bio - Milch-Rosinen-Schnecken,Stück,"Görlitzer Brotschmiede, demeter",,Brot – Brötchen,,5.0,0.79,1.0,1115,4.0,4.0,3.16
68,386,Kohlrabi,Stück,regional,,Gemüse,,5.0,1.5,5.0,Lebenskunst,0.0,1.0,0.0
68,504,"Rauchkäse. Schnittkäse (für die Bestellung von 1 Stück 0,1 als Menge eintragen)",kg. in Stücken a 100g,regional,,Milchprodukte – Käse,,5.0,19.45,0.1,Lindenhof,0.83,6.0,16.1435
68,508,Görlitzer Frischling (Frischkäse mit Kräutern der Provence vom Lindenhof (für die Bestellung von 1 Stück 0.15 als Menge eintragen),kg. in Stücken à 120-150 g,regional,,Milchprodukte – Käse,,5.0,19.45,0.15,Lindenhof,0.33,2.0,6.4185
68,648,Apfel-Birnenmus,400g Glas,regional,,Konserven und Gläser,,5.0,1.7000000000000002,1.0,6023,1.0,1.0,1.7000000000000002
68,690,Apfelsaft naturtrüb,"0,7l Flasche",Kellterei Neubert,0.15,Getränke – Saft,,16.0,1.2,6.0,1316,6.0,1.0,7.199999999999999
68,745,Trockenäpfel,100g Tüte,Lebenskunst,,Trockenfrüchte,,5.0,2.4,1.0,,1.0,1.0,2.4
68,754,Eier Größe M (lose),Stück,regional,,Eier,,5.0,0.33,90.0,129121,90.0,1.0,29.700000000000003
68,755,Roastbeef. TK  (in Teilstücken von 400g bis 1kg),kg,regional,,Fleisch & Wurst,,5.0,20.0,1.0,Gut Krauscha,0.55,1.0,11.0
68,1099,Bioland Sommerblüten-Honig (Feld Wald und Wiese),500g,regional,,"Aufstriche – Honig, Sirup",,5.0,8.7,1.0,Ökohof Windfege,1.0,1.0,8.7
68,1179,"Rinder-Filet, frisch",kg,,,Fleisch & Wurst,,5.0,30.0,0.5,Gut Krauscha,0.5,1.0,15.0
68,1180,Erdbeeren,250g Schale,,,Obst,,5.0,3.1,1.0,Lebenskunst,3.0,3.0,9.3
68,1181,Erdbeeren,500g Schale,,,Obst,,5.0,5.8,1.0,Lebenskunst,4.0,4.0,23.2
68,1182,Himbeeren,100g Schale,,,Obst,,5.0,1.9,1.0,Lebenskunst,11.0,11.0,20.9
68,1185,schwarze Johannisbeeren,250g Schale,,,Obst,,5.0,3.2,1.0,Lebenskunst,3.0,3.0,9.600000000000001
68,1191,Calendula Strauß,Strauß,,,non-food,,5.0,1.3,2.0,Lebenskunst,2.0,1.0,2.6
68,1202,Stachelbeeren,Schale,Waldheim,,Obst,,5.0,3.2,1.0,Lebenskunst,2.0,2.0,6.4
68,1204,Zucchini - grün,kg,Waldheim,,Gemüse,,5.0,2.2,3.0,Lebenskunst,3.1,1.0,6.820000000000001
68,1206,Schalotten,kg,Waldheim,,Gemüse,,5.0,5.8,1.0,Lebenskunst,1.0,1.0,5.8
68,1208,Frühkartoffeln,kg,Waldheim,,Gemüse,,5.0,2.3,5.0,Lebenskunst,4.96,1.0,11.408
71,1066,"Batavia Salat, grün",Stück,regional,,Gemüse,,5.0,1.8,1.0,,1.0,1.0,1.8
71,1068,Babyfenchel,Stück,regional,,Gemüse,,5.0,1.5,1.0,,2.0,2.0,3.0
71,1070,"Salanova Salat kraus, grün: Kopfsalat mit kleinen Blättern",Stück,regional,,Gemüse,,5.0,1.6,1.0,,2.0,2.0,3.2
71,1071,Schnittlauch (mit Knospen und Blüten),Stück,regional,,Frische Kräuter,,5.0,1.7000000000000002,1.0,,2.0,2.0,3.4000000000000004
71,1072,Petersilie,Bund,regional,,Frische Kräuter,,5.0,1.7000000000000002,1.0,,6.0,6.0,10.200000000000001
71,1093,"Eichblatt Salat, rot",Stück,regional,,Gemüse,,5.0,1.8,1.0,,1.0,1.0,1.8
71,1101,"Batavia Salat, rot (groß)",Stück,regional,,Gemüse,,5.0,2.5,1.0,,4.0,4.0,10.0
